{tclvariable 
	{energy {-2471.42140171}}
	{383 7.312508 13.751726 11.612859 0.991205410462 -0.0814580337321 -0.0904600374598 0.0518980214912 12.1804923265 23.5113182544 -7.80522477366}
	{384 13.214331 14.833706 5.644621 0.947684768764 -0.154029962417 -0.221600945929 0.170473958404 -6.27013932914 -6.55663018997 -0.920385243947}
	{385 14.700233 2.264488 7.113227 0.659179951449 0.304390977581 -0.288274978768 -0.62427995402 -48.5497518183 -8.72474468442 -51.0075388266}
	{386 0.479382 13.232529 8.309306 0.693194950985 0.536527962062 0.294570979171 0.380586973089 -3.86138681665 -7.46995848952 18.9281505543}
	{387 4.541942 9.067629 3.431717 0.915583362664 -0.272878108087 -0.293487116251 0.0333160131965 1.21891132946 13.2552966682 -6.02447690274}
	{388 15.427997 6.047715 4.14187 0.469452031015 -0.48389603197 0.105425006965 -0.730989048294 2.70708699644 -0.259250425483 -0.851810259397}
	{389 5.997593 15.337467 11.391898 0.463063195705 -0.379539160405 0.100068042292 -0.794675335854 6.70782383872 -0.0804249754649 -3.74489331756}
	{390 11.097033 5.435328 5.266061 0.803529391752 -0.439446214247 -0.399726194882 -0.0380330185426 11.5324986127 11.6264790076 9.39229257426}
	{391 2.66359 1.177646 3.241132 0.562212036991 -0.246002016186 0.0412100027114 -0.788481051879 -4.18929569435 6.36790462378 5.09348502117}
	{392 4.943143 3.290576 3.754746 0.822266946766 0.569100963156 -0.000613999960249 -0.000885999942639 -1.1591286052 2.96151512579 3.01005771127}
	{393 13.73453 8.43939 2.296362 0.709245951021 0.634359956192 0.204999985843 0.229199984172 -0.945275819997 -0.904916885092 19.2833534463}
	{394 5.815269 5.600224 2.880064 0.554320037275 -0.200806013503 0.0372550025052 -0.806857054257 -1.2202850039 1.46835252252 -0.592279112461}
	{395 15.693108 12.318267 3.39389 0.541077301699 0.538203300096 -0.455713254101 -0.458146255457 25.5512571073 -87.3711077842 67.9152036522}
	{396 10.892753 4.77562 0.700624 0.979337324321 0.195762064829 0.00994800329442 0.0497660164807 7.13236630398 -15.1328459064 -4.19482073756}
	{397 0.025805 4.256935 2.354749 0.749510932987 -0.538168951883 -0.352343968497 -0.156400986016 11.1425103192 6.38201320165 35.8378001147}
	{398 3.393427 15.44472 4.447976 0.458715078418 -0.588450100596 0.104802017916 -0.657513112403 0.207878707825 32.0837490026 -26.6359547981}
	{399 13.471654 3.827008 4.566723 0.882425633131 -0.340029858632 -0.324464865104 -0.0206699914064 44.5810497073 41.9274497019 -14.5144415755}
	{400 14.182128 6.588663 1.620864 0.873982638946 0.337176860708 0.125959947964 0.32649686512 -11.1814494624 2.27700767471 6.02051087052}
	{401 0.461471 7.470267 3.180202 0.71404871651 0.669350734256 -0.140331944286 -0.149702940565 -5.22004822297 0.24013986773 -7.0864021029}
	{402 7.809965 5.499961 10.478745 0.890753769735 0.20854394609 -0.092051976204 -0.39318389836 -48.9416774416 32.0834314892 -1.72204532544}
	{403 14.855762 2.912075 1.766821 0.872858976599 -0.373484989987 -0.298616991994 -0.0972319973933 37.5279680975 3.15387117998 38.394310478}
	{404 3.121044 8.19992 13.705292 0.38896790233 -0.05515698615 0.0223599943854 -0.919326769156 16.8907713992 -12.1898170761 -8.8126319862}
	{405 6.392913 5.264475 10.739551 0.814983355258 0.471070205344 -0.168887073619 -0.292185127366 32.5522191542 0.189013943433 21.3772724431}
	{406 10.032408 8.785806 12.594273 0.685908219456 0.343255109824 0.287153091874 0.573802183587 2.04286578867 -15.5397642433 -1.98654783709}
	{407 13.449696 4.853239 2.802679 0.627272903902 0.510905921729 0.371204943132 0.455752930179 -0.633158856876 -15.7680109449 2.72943238127}
	{408 2.912657 14.599274 11.379382 0.71941806672 -0.51347204762 -0.466469043261 -0.0345070032002 -27.5806513331 -17.8722030559 -7.25843406679}
	{409 13.227202 11.229268 7.817452 0.762146617731 0.533609732358 0.210257894541 0.300307849375 -40.2061359681 0.584513200887 1.98141167059}
	{410 15.791658 5.183879 11.573753 0.582602652949 -0.513393694176 0.0199709881035 -0.629763624856 4.65655081243 -1.94451603217 7.03651656097}
	{411 6.446145 4.510422 4.086037 0.409366026546 -0.104224006758 0.0393290025503 -0.90554405872 -1.55972252659 1.25236734006 0.530573320943}
	{412 3.845538 10.450235 10.499956 0.50581388037 -0.706705832857 -0.0079019981311 -0.494627883016 -5.29934234122 -1.86107221823 13.7345005741}
	{413 9.270753 15.643649 10.716249 0.881796155702 0.30293605349 -0.117446020738 -0.341865060364 4.87616376026 -4.46523689656 0.753138844211}
	{414 0.306602 2.191181 7.343967 0.895576242894 0.406965110375 0.0743780201725 0.163678044392 -15.2787625133 34.8963625943 38.6203395396}
	{415 2.511626 3.683667 11.547923 0.981669956679 -0.13097999422 -0.110447995126 -0.0834839963159 2.94935111232 -0.25002794416 -18.1888731954}
	{416 7.495865 11.905921 15.027206 0.733664995286 -0.329230997885 -0.0347959997764 -0.593406996187 -9.2746273631 9.36658179453 3.79287628405}
	{417 5.125231 10.794309 11.26362 0.840701216637 -0.404069104123 -0.356657091906 -0.0523960135017 13.5969608393 51.3378869913 -3.22248969991}
	{418 11.477787 6.622329 8.29474 0.957198517082 -0.152531923046 -0.203803897178 0.137727930515 -4.63426325955 -5.06011092963 -4.30242900602}
	{419 7.605267 4.666128 6.081986 0.973642355567 0.22150008089 0.0120650044061 0.053035019368 -2.20396276112 -0.487033613377 0.0251071192087}
	{420 9.339134 5.428638 6.599348 0.817507176331 0.205547044335 -0.131184028295 -0.521750112538 30.2246288136 20.940334908 6.50099173729}
	{421 0.464022 15.421525 10.060714 0.639346419085 0.522741342651 0.356932233965 0.436551286155 -8.42609276372 4.63151272991 8.19650257505}
	{422 1.406401 6.82868 11.227975 0.891669913304 0.266888974051 0.104845989806 0.350288965942 -7.87541515041 2.29619216686 3.8502376053}
	{423 8.428551 4.277689 4.713269 0.901501025902 0.114583003292 0.0526210015119 0.414002011895 9.569986574 -3.34384366861 0.177570363928}
	{424 15.072245 3.298694 3.372978 0.594737865159 0.472852892793 0.404611908265 0.508906884619 4.75721455798 22.8967210489 -4.00918384856}
	{425 2.531322 12.86919 10.558369 0.613457895606 0.404563931154 0.373393936459 0.56619290365 18.9574892189 -16.3635171 -38.3744362639}
	{426 14.946725 4.247508 15.15492 0.809807913233 -0.0575809938305 -0.00933899899937 -0.58378793745 0.214089551015 2.72491065503 -0.602955878726}
	{427 8.281447 10.517841 10.597141 0.648215871605 0.63880387347 -0.290889942382 -0.295175941533 -5.55891061627 2.53522977736 -29.6836902043}
	{428 6.376589 13.37209 5.701046 0.691683034196 0.303692015014 -0.263420013023 -0.599963029662 0.015864683994 -11.6342548781 -13.5259125744}
	{429 6.21154 11.650555 14.026193 0.849915117375 -0.394523054485 -0.193321026698 -0.290900040174 -16.2334427881 0.991406697883 -27.5636313444}
	{430 7.690482 1.046493 12.470157 0.772220774687 0.602313824261 -0.124369963712 -0.159452953476 20.0112352193 2.68942803155 -1.47668743834}
	{431 2.165669 9.920019 11.916319 0.958579418076 0.139008060627 -0.0356780155606 -0.246027107303 1.33081060229 -1.66643005308 -0.626333795913}
	{432 13.241599 9.570943 13.232008 0.8234628648 -0.446093926758 -0.228133962544 -0.266202956293 -7.06824471397 6.6173337081 -3.57313112882}
	{433 13.381514 3.304709 8.13375 0.464291031342 -0.6829010461 0.0640150043214 -0.560341037826 5.20299563298 -1.48284076903 -0.264816335063}
	{434 2.73185 4.320675 5.560877 0.834702248438 0.290015086319 0.153647045731 0.44221713162 4.82061300964 -8.61406466152 -2.9139969945}
	{435 11.695112 9.32266 6.668512 0.657690054276 0.404423033375 0.332889027472 0.541360044676 -16.242693677 -44.0967343057 19.699519539}
	{436 11.083296 1.849789 4.675792 0.28685109813 -0.612853209653 0.25340908669 -0.691311236493 -21.1097365694 9.26114272218 25.1613736852}
	{437 5.833332 6.202926 6.779718 0.902913281384 -0.264643082474 -0.325601101471 0.0932500290605 -16.9047962461 -28.2714579314 -5.74230964058}
	{438 14.893483 5.638849 6.834623 0.960958773453 0.241510943063 0.0329099922414 0.130948969129 -52.3551754296 -5.43184830982 -12.7647931933}
	{439 7.734815 4.189046 8.809593 0.376328935606 -0.344012941136 0.132862977266 -0.849928854569 -18.1517877793 -33.8184821143 28.0212812599}
	{440 13.627694 13.605543 9.623095 0.601548943162 -0.584684944755 -0.0296349971999 -0.543510948646 -0.719549819315 -2.32611565261 5.24089340776}
	{441 10.838493 7.657507 15.339241 0.522793033008 -0.551061034792 0.0588200037137 -0.647734040896 11.5278979706 0.129584936482 -20.1943350648}
	{442 7.097498 2.737063 2.513513 0.949708874732 -0.0366279951687 -0.0709159906461 0.302790960062 25.222875671 18.3275565518 0.049982508353}
	{443 15.807605 2.533027 14.344698 0.718578001043 0.403796000586 0.277380000403 0.493614000717 -1.31719154452 0.593915494912 0.853007572316}
	{444 7.921959 11.880411 2.117851 0.713362177718 -0.524098130567 -0.46313611538 -0.0440510109743 -9.08190346216 -10.9304578971 5.88180617967}
	{445 5.928467 5.324772 5.441121 0.806838914523 0.273909970982 -0.168265982174 -0.49565194749 15.2809389041 12.0032468787 4.14727277081}
	{446 6.678316 12.960671 3.86432 0.813650501685 0.382235235681 0.186248114838 0.396460244452 14.0718223718 -1.75732870325 -1.87508130518}
	{447 8.155245 12.271151 6.660181 0.685907047346 -0.618927042722 -0.298212020585 -0.239855016556 5.22545671817 -5.39403222602 11.8171105796}
	{448 0.805213 13.65474 9.452931 0.583201876694 0.535823886711 0.413073912664 0.449597904942 9.59536937347 8.3732092656 -43.5738042541}
	{449 4.125402 1.270848 6.066083 0.520653019901 -0.673729025752 0.00242100009254 -0.524408020044 -17.9346187309 6.53800680208 -2.93669567808}
	{450 12.521976 4.20707 6.287254 0.420475968058 -0.373970971591 0.120013990883 -0.817888937867 13.3741869219 6.39637412302 -12.1145196522}
	{451 2.700085 10.742078 2.336083 0.736616912558 -0.562544933222 -0.260489969078 -0.270339967909 -20.8469013193 -0.0248129378566 24.2373336455}
	{452 3.708022 5.481632 0.609082 0.966862681559 0.107054964741 -0.0255059915995 -0.23035892413 -16.4703813239 -22.5969149779 -17.8544033914}
	{453 5.985819 7.049852 1.698823 0.936075915913 0.312099971964 0.0513489953874 0.154008986166 41.9829440235 -21.918024418 -18.5876331085}
	{454 14.880773 2.18634 12.434843 0.819629692792 0.181190932087 0.11731295603 0.530673801097 -1.61964194243 11.4570889178 1.02292035031}
	{455 1.158001 0.436417 13.624004 0.756931791404 0.653351819949 0.0089029975465 0.0103149971574 -3.65256871357 0.95478681352 3.67105416784}
	{456 8.320143 5.645736 11.975598 0.843526062427 -0.187265013859 -0.400019029604 0.305582022615 -14.3278541742 47.3461546107 -14.3981561361}
	{457 12.431557 8.146622 2.442422 0.904992292697 -0.301031097361 -0.300614097226 -0.000627000202788 47.2844915536 4.50890764555 13.3979198794}
	{458 10.025743 15.714859 4.333338 0.723341163197 0.142220032087 0.13035502941 0.662992149581 7.82836279179 7.68214593831 -2.01998157857}
	{459 11.216722 3.303037 10.141358 0.707188093607 -0.573767075947 -0.390721051718 -0.134214017765 33.0065295791 17.182724227 -3.86941638317}
	{460 7.003729 1.548498 8.542675 0.810297263529 0.416509135459 0.188458061291 0.366636119239 6.53376029244 -16.5578407911 -22.9591711902}
	{461 11.742884 15.693125 11.069395 0.904131492878 -0.276413844961 -0.140836921005 -0.293779835221 -2.65088884473 -0.440565015239 2.17614927726}
	{462 5.764248 14.437 15.444139 0.779309775345 0.462239866748 0.215842937778 0.363898895097 -3.64717936881 -5.9454618751 3.16178594723}
	{463 1.880792 12.917526 1.697229 0.680937252229 -0.548267203086 -0.0973050360432 -0.475667176194 -3.15885618526 -1.30298057193 -1.5450204212}
	{464 12.191887 1.2164 13.096188 0.769153878636 0.259759959013 -0.186824970521 -0.553193912712 -15.693495228 -13.6423337258 1.98881695302}
	{465 3.118898 15.285686 14.317052 0.49800201592 -0.580539018558 0.0724790023169 -0.640090020462 9.69944303301 -5.07747371363 -15.4715273169}
	{466 3.825228 7.136367 5.18945 0.925832653982 -0.283230894146 -0.212439920603 -0.132224950583 -31.7966136106 -34.4945169596 4.92918077904}
	{467 4.244358 7.586582 12.609108 0.852452909646 -0.207014978058 -0.0585659937924 -0.476485949496 -16.59918026 -10.4486654236 12.1253233353}
	{468 1.790915 3.123078 8.943093 0.84029127477 -0.420382137462 -0.220748072183 -0.261648085557 3.60762907122 2.30573589725 -6.50165436121}
	{469 10.691717 9.082159 10.109606 0.557260130444 -0.672594157442 -0.0468760109728 -0.484645113446 -8.03536081045 9.07035497882 0.252815193836}
	{470 14.394028 6.984716 10.320448 0.728617992368 -0.397566995835 -0.545840994282 0.1145159988 -9.89332462253 -6.26855994359 14.5699648548}
	{471 7.026787 14.689101 9.631084 0.710981318115 0.587258262758 0.246343110222 0.298242133443 -21.6232030752 -26.2617680169 -2.39394895933}
	{472 13.296943 12.525708 2.790861 0.342815963246 -0.522389943994 0.196334978951 -0.755670918984 -22.9619885429 74.9173220082 -47.0782936308}
	{473 15.077106 3.955937 4.376167 0.699434808782 0.482098868199 0.29942791814 0.434412881236 -3.40739520753 -16.8903700021 -2.63478076477}
	{474 14.966239 8.475581 13.967799 0.878310033021 -0.283297010651 -0.36784301383 0.114043004288 6.93810742425 -0.958585118424 8.54775008241}
	{475 7.856159 4.192811 2.364934 0.803110932732 0.595746950101 0.00590999950498 0.00796699933269 -1.75489442379 -2.0774044963 18.4983989438}
	{476 1.886239 3.042081 13.218358 0.686476902479 0.302187957071 -0.266467962145 -0.605331914006 -13.1894809241 -62.820810856 -26.1495947393}
	{477 13.13026 6.608552 4.136007 0.561694772539 0.520339789286 0.437129822982 0.471871808913 6.08775925299 7.57748522961 17.0672925622}
	{478 8.386165 2.822839 0.74872 0.931110297514 -0.271952086896 -0.230788073743 -0.0762400243607 -4.02381829203 -9.24910907542 -15.8939200572}
	{479 0.806473 0.8755 15.660491 0.991047212373 0.122566026265 -0.00649800139246 -0.0525430112595 7.05678444611 -8.14235433879 -8.84425381112}
	{480 10.259292 14.304412 13.026487 0.879607010491 0.436926005211 -0.0836860009981 -0.168475002009 21.5839945665 -0.903991764642 0.502011617865}
	{481 11.438025 12.501451 0.238966 0.782498829519 -0.507896889346 -0.289370936955 -0.214477953272 -12.8977930075 -2.5413557672 -19.7263956233}
	{482 8.202425 14.615613 3.018766 0.457139276237 -0.603080364426 0.103034062261 -0.645524390073 -25.8304917293 19.1107187924 39.6137821793}
	{483 13.575778 2.135065 4.04675 0.706086098809 -0.570881079889 -0.400158055998 -0.124140017372 7.78029989431 -17.1850073027 -49.8215304532}
	{484 7.808987 8.507728 15.650146 0.856770732311 0.497382844598 -0.0683879786329 -0.117801963194 -23.1575635789 -11.7602215016 -4.5474752096}
	{485 11.751532 9.979777 14.107438 0.831689749088 -0.405448877681 -0.378245885887 -0.0288689912905 9.47098412799 9.9656501999 -42.4837822447}
	{486 7.240066 0.658307 11.422208 0.773622927272 0.487175954201 0.215907979703 0.342856967768 -1.56507109003 -15.5846489705 1.63871850362}
	{487 11.301188 0.971021 0.440599 0.799981108645 0.58699307972 0.0735790099928 0.100277013619 -4.59332319196 -3.1970214497 -2.74861530314}
	{488 0.12674 0.196266 5.839108 0.406562991727 -0.388303992098 0.130187997351 -0.816686983381 -5.65826717795 -1.51193352114 4.08991897626}
	{489 13.248436 8.767638 1.197123 0.435614040287 -0.592112054761 0.124054011473 -0.666524061643 -3.90971000646 -0.367385455719 -26.4068531207}
	{490 0.539016 10.577302 1.915759 0.831403609396 0.552732740319 -0.0315839851615 -0.0475079776802 -4.78573989454 6.13289994081 10.7659753226}
	{491 6.46737 4.343343 6.588433 0.664465650056 -0.194530897549 0.00800699578308 -0.721511620012 3.08906412645 27.0186463209 -15.5655650282}
	{492 10.11942 13.552082 9.72192 0.742316004322 -0.550570003205 -0.230000001339 -0.304860001775 -13.6655358849 2.96429918711 -3.76829347376}
	{493 14.620971 5.624141 11.591228 0.87865118033 0.209406042977 -0.0994780204164 -0.417403085666 20.4389984508 -22.4519764635 12.9415596187}
	{494 14.901358 10.200861 6.22662 0.684255056655 0.39554303275 0.306609025387 0.530407043917 0.899176924701 1.43121843757 3.46625049085}
	{495 3.077531 6.356154 13.556005 0.633877964497 0.456634974424 -0.364877979564 -0.506504971631 8.34564526845 16.5884951036 25.9547633625}
	{496 2.391212 12.459056 12.114326 0.927952010518 0.307849003489 0.0661490007498 0.19939500226 -15.0173327762 8.54588169392 37.5269921489}
	{497 2.459757 11.058097 6.573986 0.696717097481 0.348838048808 0.280629039264 0.56048607842 -6.60867235121 -18.9370535298 5.29093053456}
	{498 5.601462 5.347641 12.565031 0.746394780555 0.428576873995 -0.253521925463 -0.441523870189 -15.5906610672 22.6901713564 -11.6716605171}
	{499 15.857556 13.019728 4.400951 0.599936897184 0.375046935725 -0.3746089358 -0.599235897304 2.47131743508 -20.3916033203 13.0967257443}
	{500 13.258765 4.726696 15.35939 0.608462149452 -0.631194155036 -0.0779850191549 -0.474643116583 15.0048527559 -3.77068398759 -6.77336683513}
	{501 0.717989 1.507403 11.448909 0.909967877582 0.31383595778 0.0883719881113 0.256233965529 -1.62769204136 -1.73398312365 5.55741712033}
	{502 4.707322 15.044951 7.370976 0.819879014524 -0.44316000785 -0.349231006186 -0.0971870017216 2.87242083427 6.6793779723 18.40884945}
	{503 5.528068 9.868984 3.140121 0.668641036871 -0.225717012447 0.00652800035997 -0.708469039067 -30.6469006644 -18.2126907272 17.2101723464}
	{504 6.054783 2.948063 4.285294 0.812135672738 -0.467482811621 -0.303167877834 -0.173160930222 19.1465146128 -16.5814831889 37.7295223668}
	{505 12.699746 14.237751 0.637703 0.803105093463 -0.47191505492 -0.339186039473 -0.131420015294 -12.0118830427 -5.59353596617 -7.67436449727}
	{506 8.09658 13.268671 4.286402 0.869898186781 0.241896051939 0.115158024726 0.41412808892 -14.0746418839 -15.8519769238 1.92741384369}
	{507 3.679046 5.49106 13.053228 0.687722856671 0.361075924748 -0.292770938983 -0.557625883785 10.924135312 -8.42560477318 2.89441630441}
	{508 7.095826 7.327334 1.960855 0.718897941054 0.0690549943379 0.0661359945772 0.688507943546 -9.64741248839 -9.4968320594 7.95535876669}
	{509 13.832541 13.309093 1.487247 0.647716050813 0.646249050698 -0.285006022358 -0.285653022409 -5.77889117242 4.1461346518 -4.30582158081}
	{510 15.076093 10.198502 4.866243 0.713652281685 0.602910237974 0.230164090848 0.272441107535 -1.53482724216 -1.31816783598 25.8216658422}
	{511 13.697783 15.458138 12.7788 0.598513739337 -0.345866849369 0.0323149859263 -0.721881685608 5.57981551277 -14.9454957618 1.39782848089}
	{512 9.292357 6.625979 0.385891 0.930804186506 -0.242593048609 -0.146088029272 -0.231107046307 24.1881076938 -46.8297485742 12.6749197014}
	{513 8.847552 1.82912 5.91812 0.70398790722 0.338707955361 -0.270643964331 -0.562520925864 -4.59734675346 1.51988819079 3.14813290626}
	{514 10.498405 7.406391 1.789514 0.815432140309 -0.442092076069 -0.192883033189 -0.320033055067 -152.253782678 -7.02616336016 -18.6736855197}
	{515 2.002974 5.242618 12.869675 0.710508020497 -0.390545011267 -0.570102016447 0.132803003831 -5.24504694461 3.73044016653 -14.1095347819}
	{516 15.05527 1.868845 9.152749 0.786950629898 -0.291447862932 -0.502117763855 0.208912901748 26.3585243529 17.8068722599 26.6230566044}
	{517 2.960526 14.748394 7.971651 0.827639929415 -0.442557962257 -0.31681697298 -0.137045988312 -42.8462975909 -9.84496450273 -6.96758171652}
	{518 4.886858 14.437503 9.718 0.394118766693 -0.509318698498 0.157975906483 -0.748537556888 21.8098755916 -24.4090121731 2.60026390225}
	{519 9.08196 3.334282 15.547881 0.566760166964 -0.437184128792 0.0450140132608 -0.696869205293 5.25712498384 -0.283655518558 -7.29301271504}
	{520 5.459419 4.630146 10.288946 0.800224797052 0.557158858697 -0.126759967852 -0.182060953827 -25.1327435593 -2.50298842394 -27.349019812}
	{521 14.378 15.1316 4.114367 0.616482892087 0.420784926343 0.375177934326 0.549663903783 -14.0482700059 -24.126915871 29.8944895905}
	{522 4.453652 12.147718 14.098029 0.920449279049 -0.262407079553 -0.151377045892 -0.246983074877 2.80756465737 -4.49262225424 6.007689381}
	{523 6.121413 15.017125 1.267251 0.993847731515 0.0999849729894 0.00476899871167 0.0474019871945 10.0545153475 16.1908199395 1.29424054072}
	{524 10.753505 12.816077 6.159966 0.713090695606 -0.565379758659 -0.175194925215 -0.375704839625 -14.4423889505 -31.9227320948 44.9050766443}
	{525 12.862871 10.503749 5.588892 0.726224749661 -0.561793806342 -0.364956874195 -0.154245946829 4.20566263839 -1.9459573704 3.5100366456}
	{526 1.18467 11.948431 7.245454 0.700603087122 0.519823064642 0.29126603622 0.392560048816 15.8077954759 10.8800589278 -76.8637204564}
	{527 3.956776 8.310979 7.093454 0.365061080503 -0.539216118907 0.181919040117 -0.736805162479 1.96350555356 0.27995377397 5.04793209046}
	{528 2.6643 7.938709 0.998641 0.724987733347 0.409609849344 0.272380899818 0.482100822682 -7.77128370401 -0.59922012878 -9.10574804801}
	{529 10.427134 1.327893 2.761948 0.856756202324 0.207276048949 0.111044026223 0.458993108392 -10.4520960068 5.31176122423 4.80805233387}
	{530 4.305289 12.660377 3.52759 0.623485887826 0.336736939416 -0.335307939673 -0.620839888302 -6.98783021663 -18.8360269824 -3.09029639207}
	{531 2.244791 6.405919 10.374555 0.343917036766 -0.6463740691 0.199601021338 -0.651215069618 0.83163385213 -17.2707375795 -27.6529394821}
	{532 2.688293 12.10008 1.680756 0.742551296742 -0.37412614951 -0.0547870218943 -0.552852220934 -1.55180286192 -1.01773609626 8.82214268003}
	{533 10.184409 8.587871 11.32383 0.683069183313 0.566309151978 0.294361078997 0.355052095284 3.9399828576 -5.78252960159 -7.41811334394}
	{534 5.417885 12.208612 4.267158 0.527708911555 -0.565995905139 0.0506129915172 -0.631355894184 -7.28268366096 22.8165134268 -25.3373655994}
	{535 9.152036 14.733641 5.792475 0.668927856488 -0.457005901954 -0.0304119934754 -0.585453874397 29.9433636962 -14.2236460955 -11.304437407}
	{536 7.676866 15.526229 9.233427 0.768196719583 0.116820957356 -0.0946359654547 -0.622310772836 30.4128608706 3.49710535535 4.5514607178}
	{537 0.412407 3.928627 8.209599 0.695347072887 -0.303350031797 -0.608535063787 0.232715024393 26.7088960527 46.3733300825 29.0084491187}
	{538 12.017362 9.84237 11.73536 0.700719951347 -0.543933962233 -0.12112199159 -0.445484969069 -6.80706358089 -2.87600039373 4.21857464331}
	{539 7.267115 13.981339 7.843703 0.836554821579 0.517921889537 0.0940659799376 0.151935967595 5.92418879843 12.5485806289 4.61614752587}
	{540 3.464232 4.015571 8.637881 0.924099192503 0.290371060489 -0.0744770155146 -0.237020049375 69.4752295101 7.49809880515 89.9107904435}
	{541 7.587781 0.02668 4.747295 0.562621836296 0.451377868664 0.433421873889 0.540240842808 -2.52867321977 29.3098163028 3.0620595803}
	{542 1.439074 3.558153 5.426454 0.715189307258 0.437225187839 0.284418122191 0.465236199873 8.88842482622 10.6695874081 6.23603254758}
	{543 4.715204 13.710044 11.001563 0.853549640402 -0.368945844564 -0.367872845016 -0.00124299947633 27.4263577718 24.4477177108 6.23857133402}
	{544 15.523695 8.798751 15.491755 0.800785860485 -0.436891923884 -0.156335972763 -0.378716934019 -17.5891829084 -32.3510811341 6.02749984631}
	{545 0.262866 13.875325 6.121121 0.584476220179 0.494469186272 0.41551815653 0.491154185023 2.05436666263 -2.06218667322 7.80213172955}
	{546 5.773468 2.542423 11.631243 0.920484432758 -0.29135813698 -0.251496118239 -0.0675910317774 -32.3257337851 14.3303793516 -1.40751965126}
	{547 12.422775 14.559968 12.898516 0.712916872601 -0.291557947898 -0.0162699970925 -0.637556886068 0.588288451693 10.2805418749 -0.911230552742}
	{548 7.264843 8.344604 13.937678 0.452063915348 -0.629274882164 0.10060798116 -0.624122883129 6.41787223271 -13.1621567862 15.5565384045}
	{549 7.993601 10.515694 15.76433 0.804294662321 0.572454759658 -0.0924259611954 -0.12985794548 -1.72315426986 5.23781470303 -31.7778106967}
	{550 4.454282 7.895754 5.028332 0.721333086432 -0.435094052134 -0.533825063965 0.0735020088072 19.9655615614 39.5231444135 -41.3585977602}
	{551 1.897379 3.715381 0.969868 0.699673713595 0.426217825532 0.29830887789 0.489700799545 -16.1557443049 -8.48050716594 28.70710524}
	{552 8.938791 2.471616 9.582348 0.789525939087 -0.436886966294 -0.430986966749 -0.00536699958593 -2.11288018868 -3.86570137712 1.50260710901}
	{553 12.168257 0.510674 10.366086 0.668222699445 0.356873839484 0.307517861684 0.575805741013 3.28376079102 -3.07046740188 -3.67564827656}
	{554 11.992899 10.409392 4.734813 0.845954059291 -0.373132026152 -0.380866026694 0.00867700060815 5.00794272609 21.2739785555 -0.880717240141}
	{555 3.071933 6.153835 9.280602 0.739142886921 -0.359270945036 -0.548499916087 0.154077976428 -5.6027224007 0.787888942653 5.04109276326}
	{556 8.218264 1.990283 1.804976 0.907618124466 -0.0960790131758 -0.0365860050172 -0.407013055816 31.9962406479 21.3191730837 5.21992864862}
	{557 5.479422 3.123368 9.76033 0.742474413617 -0.296714165293 -0.556423309972 0.226021125912 -3.82271622983 -2.7770078022 -2.41223821319}
	{558 11.519158 15.274982 6.727092 0.731751819714 -0.529557869529 -0.155217961758 -0.400018901445 28.3000479717 29.1862950439 -20.2376286774}
	{559 3.076495 14.852731 5.768502 0.935401966483 -0.153834994488 -0.077474997224 -0.308796988935 9.27630486584 14.1141590788 -7.33543231022}
	{560 0.447554 11.099509 15.490953 0.960150744591 -0.19882794711 -0.154044959023 -0.121852967586 30.3581613471 -24.8686642516 7.69182174874}
	{561 9.560393 14.681135 4.269101 0.936057620883 -0.257683895634 -0.186196924587 -0.150750938944 -4.19682593872 2.00251485293 -8.53553137793}
	{562 11.405519 9.57762 3.802722 0.652453382176 0.42260224754 -0.341979200315 -0.527979309265 -0.647995655906 3.27813982826 2.85712542733}
	{563 12.61929 8.119641 5.419377 0.830832297246 -0.302775108324 -0.440762157691 0.154187055163 0.738062850753 40.7154724608 -15.6867173679}
	{564 0.027905 8.739675 0.774881 0.645554299032 0.354447164186 -0.325580150814 -0.592979274678 32.174724455 65.858519987 12.4584129915}
	{565 15.223115 5.302361 13.286324 0.559910130657 -0.592728138315 0.00986200230134 -0.578858135079 -8.35088190146 12.4920395584 -7.26229370601}
	{566 5.425184 11.608078 2.814316 0.843179971254 0.47488598381 -0.123689995783 -0.219616992513 -20.2598517114 -40.9300090245 -15.0256842196}
	{567 7.387622 12.843809 5.952061 0.711900101058 0.577748082015 -0.251592035715 -0.310011044008 -6.91920547916 -3.65221414253 -9.18564860988}
	{568 11.581609 7.355269 9.675687 0.967205285411 0.247705073095 0.0139380041129 0.0544230160596 -57.2292383493 -5.49236684224 8.54196225399}
	{569 2.423741 6.608121 0.945169 0.747462811395 0.234676940785 -0.186159953027 -0.592933850387 17.9869021527 -12.2533806093 -7.70049820346}
	{570 15.660524 11.999515 14.617712 0.469098882241 -0.0749059811962 0.022801994276 -0.879667779175 12.0314486941 23.3377496801 -17.7676913581}
	{571 13.586691 0.300663 0.496716 0.764139318514 -0.497117207212 -0.170350071007 -0.374094155933 -10.953572866 0.446417423119 -15.6535941532}
	{572 7.461806 1.364298 0.969377 0.718258064326 -0.541949048536 -0.428129038343 -0.0842740075475 -44.2798143864 -22.9411562851 24.893791156}
	{573 14.25237 5.999612 13.51529 0.384210907187 -0.297343928171 0.114658972302 -0.86649979068 -12.9563895262 -18.4183639131 5.93850356851}
	{574 5.535413 8.861206 12.391882 0.742205835336 0.183265959341 -0.154530965716 -0.625830861155 -11.1786256153 10.9890513065 -3.54023818483}
